timestamp,site,ghi_w_m2,temperature_c,cloud_cover_pct
2025-01-02T10:00,Castries,717.3,29.31,19.2
2025-01-02T11:00,Kingston,794.1,29.52,13.2
2025-01-02T11:00,Bridgetown,773.4,29.95,19.2
2025-01-02T11:00,Castries,712.8,30.39,30.9
2025-01-02T12:00,Kingston,657.7,29.23,58.7
2025-01-02T12:00,Bridgetown,800.3,30.13,22.7
2025-01-02T12:00,Castries,819.0,30.02,20.7
2025-01-02T13:00,Kingston,753.2,29.87,16.5
2025-01-02T13:00,Bridgetown,809.9,29.2,24.9
2025-01-02T13:00,Castries,827.1,29.04,26.0
2025-01-02T14:00,Kingston,587.2,29.26,50.6
2025-01-02T14:00,Bridgetown,709.8,30.57,18.8
2025-01-02T14:00,Castries,591.1,30.12,48.4
2025-01-02T15:00,Kingston,546.9,29.68,29.7
2025-01-02T15:00,Bridgetown,542.9,28.93,36.4
2025-01-02T15:00,Castries,608.8,28.34,19.2
2025-01-02T16:00,Kingston,352.5,29.02,55.6
2025-01-02T16:00,Bridgetown,340.2,27.37,47.1
2025-01-02T16:00,Castries,375.7,28.75,27.3
2025-01-02T17:00,Kingston,246.1,26.86,10.2
2025-01-02T17:00,Bridgetown,207.6,27.48,41.9
2025-01-02T17:00,Castries,156.3,26.74,51.2
2025-01-02T18:00,Kingston,0,25.92,15.1
2025-01-02T18:00,Bridgetown,15.1,26.87,41.2
2025-01-02T18:00,Castries,0,25.87,54.9
2025-01-03T06:00,Kingston,0,26.8,29.3
2025-01-03T06:00,Bridgetown,18.7,26.41,58.4
2025-01-03T06:00,Castries,0,25.94,22.3
2025-01-03T07:00,Kingston,237.5,26.93,5.0
2025-01-03T07:00,Bridgetown,156.9,25.86,62.9
2025-01-03T07:00,Castries,186.3,27.24,37.2
2025-01-03T08:00,Kingston,410.1,26.75,18.4
2025-01-03T08:00,Bridgetown,354.1,26.4,40.9
2025-01-03T08:00,Castries,374.0,28.83,46.0
2025-01-03T09:00,Kingston,475.4,28.33,46.0
2025-01-03T09:00,Bridgetown,528.4,30.8,43.0
2025-01-03T09:00,Castries,464.4,28.61,40.3
2025-01-03T10:00,Kingston,608.9,30.22,48.0
2025-01-03T10:00,Bridgetown,684.7,29.97,21.7
2025-01-03T10:00,Castries,627.8,29.04,41.6
2025-01-03T11:00,Kingston,761.1,30.51,27.9
2025-01-03T11:00,Bridgetown,805.8,30.29,15.9
2025-01-03T11:00,Castries,705.1,29.81,39.8
2025-01-03T12:00,Kingston,821.4,29.11,24.0
2025-01-03T12:00,Bridgetown,693.7,29.55,39.4
2025-01-03T12:00,Castries,726.0,30.05,32.8
2025-01-03T13:00,Kingston,691.7,29.54,47.7
2025-01-03T13:00,Bridgetown,685.3,29.07,39.4
2025-01-03T13:00,Castries,806.3,29.13,26.1
2025-01-03T14:00,Kingston,669.6,30.15,25.8
2025-01-03T14:00,Bridgetown,622.5,29.01,36.6
2025-01-03T14:00,Castries,636.0,28.19,38.1
2025-01-03T15:00,Kingston,525.5,29.07,36.0
2025-01-03T15:00,Bridgetown,555.7,28.01,29.1
2025-01-03T15:00,Castries,584.3,29.13,38.1
2025-01-03T16:00,Kingston,417.8,28.7,21.0
2025-01-03T16:00,Bridgetown,337.5,28.08,46.3
2025-01-03T16:00,Castries,442.3,26.67,39.4
2025-01-03T17:00,Kingston,191.8,26.8,29.5
2025-01-03T17:00,Bridgetown,219.1,26.16,36.3
2025-01-03T17:00,Castries,170.8,27.47,32.2
2025-01-03T18:00,Kingston,0,25.89,63.1
2025-01-03T18:00,Bridgetown,0,25.69,29.2
2025-01-03T18:00,Castries,0,26.53,34.1
2025-01-04T06:00,Kingston,0,26.08,20.9
2025-01-04T06:00,Bridgetown,17.2,25.97,31.1
2025-01-04T06:00,Castries,13.3,25.12,39.5
2025-01-04T07:00,Kingston,188.3,27.88,58.0
2025-01-04T07:00,Bridgetown,207.3,27.17,23.9
2025-01-04T07:00,Castries,230.7,27.38,14.6
2025-01-04T08:00,Kingston,359.7,28.75,42.6
2025-01-04T08:00,Bridgetown,363.1,28.57,42.7
2025-01-04T08:00,Castries,368.3,28.58,32.0
2025-01-04T09:00,Kingston,538.1,27.8,33.4
2025-01-04T09:00,Bridgetown,469.2,28.39,38.8
2025-01-04T09:00,Castries,595.0,28.65,32.1
2025-01-04T10:00,Kingston,584.6,29.25,46.4
2025-01-04T10:00,Bridgetown,766.1,29.86,10.3
2025-01-04T10:00,Castries,606.1,29.41,46.9
2025-01-04T11:00,Kingston,675.4,30.89,44.2
2025-01-04T11:00,Bridgetown,671.4,29.05,43.5
2025-01-04T11:00,Castries,701.4,30.16,32.3
2025-01-04T12:00,Kingston,705.9,30.82,33.9
2025-01-04T12:00,Bridgetown,738.0,30.95,25.5
2025-01-04T12:00,Castries,751.0,29.61,30.1
2025-01-04T13:00,Kingston,710.3,29.0,36.1
2025-01-04T13:00,Bridgetown,716.9,30.14,35.1
2025-01-04T13:00,Castries,812.7,28.88,10.8
2025-01-04T14:00,Kingston,649.4,29.73,25.5
2025-01-04T14:00,Bridgetown,647.4,29.58,32.9
2025-01-04T14:00,Castries,663.0,28.6,21.3
2025-01-04T15:00,Kingston,465.9,30.52,51.0
2025-01-04T15:00,Bridgetown,489.3,29.44,46.9
2025-01-04T15:00,Castries,562.4,28.8,24.8
2025-01-04T16:00,Kingston,301.2,27.32,49.1
2025-01-04T16:00,Bridgetown,375.3,29.08,42.7
2025-01-04T16:00,Castries,376.3,27.06,34.2
2025-01-04T17:00,Kingston,198.9,26.86,42.8
2025-01-04T17:00,Bridgetown,191.4,27.38,40.2
2025-01-04T17:00,Castries,227.8,28.5,36.6
2025-01-04T18:00,Kingston,0,25.11,32.6
2025-01-04T18:00,Bridgetown,32.1,25.32,34.6
2025-01-04T18:00,Castries,41.9,24.78,23.3
2025-01-05T06:00,Kingston,15.6,26.02,51.6
2025-01-05T06:00,Bridgetown,7.7,26.97,25.8
2025-01-05T06:00,Castries,40.9,26.65,16.1
2025-01-05T07:00,Kingston,201.5,27.67,27.2
2025-01-05T07:00,Bridgetown,175.3,26.25,16.2
2025-01-05T07:00,Castries,215.3,27.68,17.7
2025-01-05T08:00,Kingston,362.6,28.04,22.9
2025-01-05T08:00,Bridgetown,387.5,28.11,24.1
2025-01-05T08:00,Castries,357.4,28.27,43.8
2025-01-05T09:00,Kingston,561.0,28.22,33.9
2025-01-05T09:00,Bridgetown,384.5,29.28,79.8
2025-01-05T09:00,Castries,480.7,28.93,40.3
2025-01-05T10:00,Kingston,612.5,29.89,49.3
2025-01-05T10:00,Bridgetown,639.5,28.74,31.9
2025-01-05T10:00,Castries,602.8,29.17,55.5
2025-01-05T11:00,Kingston,684.3,29.85,41.6
2025-01-05T11:00,Bridgetown,765.2,30.02,31.1
2025-01-05T11:00,Castries,774.1,28.89,29.3
2025-01-05T12:00,Kingston,713.5,29.33,42.9
2025-01-05T12:00,Bridgetown,820.7,29.67,8.4
2025-01-05T12:00,Castries,741.6,29.79,23.7
2025-01-05T13:00,Kingston,749.5,29.6,25.8
2025-01-05T13:00,Bridgetown,724.5,30.03,28.7
2025-01-05T13:00,Castries,770.8,29.93,30.2
2025-01-05T14:00,Kingston,764.6,29.7,17.7
2025-01-05T14:00,Bridgetown,587.9,28.57,48.8
2025-01-05T14:00,Castries,616.7,28.22,44.9
2025-01-05T15:00,Kingston,594.2,28.43,19.0
2025-01-05T15:00,Bridgetown,558.8,30.34,29.1
2025-01-05T15:00,Castries,560.7,27.98,37.5
2025-01-05T16:00,Kingston,341.2,26.53,48.3
2025-01-05T16:00,Bridgetown,357.9,27.54,33.8
2025-01-05T16:00,Castries,223.9,28.09,76.8
2025-01-05T17:00,Kingston,236.5,26.91,5.0
2025-01-05T17:00,Bridgetown,184.5,27.11,49.8
2025-01-05T17:00,Castries,195.4,27.9,24.6
2025-01-05T18:00,Kingston,0,25.83,48.4
2025-01-05T18:00,Bridgetown,22.3,27.44,50.7
2025-01-05T18:00,Castries,16.6,25.82,22.9
2025-01-06T06:00,Kingston,0,26.56,42.9
2025-01-06T06:00,Bridgetown,0,24.24,53.9
2025-01-06T06:00,Castries,0.8,25.66,44.0
2025-01-06T07:00,Kingston,235.2,27.37,47.7
2025-01-06T07:00,Bridgetown,196.8,26.69,24.2
2025-01-06T07:00,Castries,188.7,26.62,22.9
2025-01-06T08:00,Kingston,395.0,27.83,26.7
2025-01-06T08:00,Bridgetown,338.6,27.4,36.9
2025-01-06T08:00,Castries,304.0,27.98,46.2
2025-01-06T09:00,Kingston,519.7,28.86,30.1
2025-01-06T09:00,Bridgetown,503.1,29.53,31.2
2025-01-06T09:00,Castries,439.8,28.9,45.6
2025-01-06T10:00,Kingston,636.3,30.37,51.6
2025-01-06T10:00,Bridgetown,717.8,29.02,12.5
2025-01-06T10:00,Castries,655.9,29.54,21.2
2025-01-06T11:00,Kingston,694.3,30.16,37.5
2025-01-06T11:00,Bridgetown,771.8,30.33,29.0
2025-01-06T11:00,Castries,663.4,28.44,44.8
2025-01-06T12:00,Kingston,774.4,27.9,29.4
2025-01-06T12:00,Bridgetown,819.6,29.36,28.6
2025-01-06T12:00,Castries,797.7,31.16,28.3
2025-01-06T13:00,Kingston,795.8,29.81,27.0
2025-01-06T13:00,Bridgetown,699.5,29.85,34.6
2025-01-06T13:00,Castries,597.3,29.64,53.8
2025-01-06T14:00,Kingston,719.6,29.49,12.2
2025-01-06T14:00,Bridgetown,618.8,29.75,37.7
2025-01-06T14:00,Castries,684.4,28.28,30.5
2025-01-06T15:00,Kingston,652.3,27.86,9.4
2025-01-06T15:00,Bridgetown,579.8,28.83,5.0
2025-01-06T15:00,Castries,554.8,30.32,42.0
2025-01-06T16:00,Kingston,410.1,28.16,31.6
2025-01-06T16:00,Bridgetown,390.4,28.94,38.1
2025-01-06T16:00,Castries,410.3,28.41,32.2
2025-01-06T17:00,Kingston,176.0,27.43,38.3
2025-01-06T17:00,Bridgetown,187.0,27.0,51.7
2025-01-06T17:00,Castries,185.7,26.42,50.6
2025-01-06T18:00,Kingston,0,25.17,54.1
2025-01-06T18:00,Bridgetown,13.6,26.13,10.9
2025-01-06T18:00,Castries,1.5,24.88,37.4
2025-01-07T06:00,Kingston,32.7,26.38,24.6
2025-01-07T06:00,Bridgetown,0,26.74,26.1
2025-01-07T06:00,Castries,12.0,26.18,39.6
2025-01-07T07:00,Kingston,104.1,27.33,43.5
2025-01-07T07:00,Bridgetown,155.4,28.36,46.0
2025-01-07T07:00,Castries,182.7,27.41,26.8
2025-01-07T08:00,Kingston,363.8,27.68,27.2
2025-01-07T08:00,Bridgetown,381.7,27.95,24.5
2025-01-07T08:00,Castries,322.2,28.35,38.8
2025-01-07T09:00,Kingston,540.8,29.47,40.6
2025-01-07T09:00,Bridgetown,545.8,28.63,24.7
2025-01-07T09:00,Castries,518.6,29.19,33.0
2025-01-07T10:00,Kingston,651.8,28.53,34.3
2025-01-07T10:00,Bridgetown,763.5,29.51,5.0
2025-01-07T10:00,Castries,724.4,28.99,10.0
2025-01-07T11:00,Kingston,710.2,30.06,35.6
2025-01-07T11:00,Bridgetown,778.3,29.55,19.0
2025-01-07T11:00,Castries,709.1,29.67,39.1
2025-01-07T12:00,Kingston,856.0,28.84,8.6
2025-01-07T12:00,Bridgetown,792.7,29.73,21.7
2025-01-07T12:00,Castries,627.2,30.98,68.6
2025-01-07T13:00,Kingston,645.6,30.37,45.6
2025-01-07T13:00,Bridgetown,751.5,28.82,27.6
2025-01-07T13:00,Castries,773.4,28.24,28.6
2025-01-07T14:00,Kingston,591.1,28.97,45.2
2025-01-07T14:00,Bridgetown,547.5,30.04,55.2
2025-01-07T14:00,Castries,614.0,29.74,40.8
2025-01-07T15:00,Kingston,588.0,29.5,26.2
2025-01-07T15:00,Bridgetown,580.8,28.8,12.5
2025-01-07T15:00,Castries,544.4,28.14,36.1
2025-01-07T16:00,Kingston,419.1,27.78,14.5
2025-01-07T16:00,Bridgetown,391.6,27.42,44.5
2025-01-07T16:00,Castries,377.0,28.91,19.3
2025-01-07T17:00,Kingston,172.6,27.29,47.5
2025-01-07T17:00,Bridgetown,230.2,26.85,15.8
2025-01-07T17:00,Castries,198.3,27.15,30.4
2025-01-07T18:00,Kingston,0,26.78,36.3
2025-01-07T18:00,Bridgetown,0,26.17,12.1
2025-01-07T18:00,Castries,0,26.07,23.2
2025-01-08T06:00,Kingston,0,25.79,46.1
2025-01-08T06:00,Bridgetown,0,27.38,9.5
2025-01-08T06:00,Castries,0,25.99,49.2
2025-01-08T07:00,Kingston,191.5,27.3,36.4
2025-01-08T07:00,Bridgetown,185.5,27.01,50.0
2025-01-08T07:00,Castries,172.6,26.5,41.7
2025-01-08T08:00,Kingston,437.8,28.23,12.1
2025-01-08T08:00,Bridgetown,342.1,28.77,43.4
2025-01-08T08:00,Castries,346.5,28.76,48.9
2025-01-08T09:00,Kingston,546.1,28.32,34.6
2025-01-08T09:00,Bridgetown,443.9,28.21,49.0
2025-01-08T09:00,Castries,550.4,28.86,35.6
2025-01-08T10:00,Kingston,720.0,27.77,18.3
2025-01-08T10:00,Bridgetown,644.4,29.38,35.2
2025-01-08T10:00,Castries,629.4,29.49,40.4
2025-01-08T11:00,Kingston,750.2,30.13,24.9
2025-01-08T11:00,Bridgetown,777.3,29.83,14.6
2025-01-08T11:00,Castries,748.3,30.43,31.6
2025-01-08T12:00,Kingston,739.7,30.61,31.8
2025-01-08T12:00,Bridgetown,870.8,31.2,11.0
2025-01-08T12:00,Castries,794.0,30.35,27.9
2025-01-08T13:00,Kingston,741.7,30.54,25.5
2025-01-08T13:00,Bridgetown,702.7,28.26,33.2
2025-01-08T13:00,Castries,734.5,30.17,31.1
2025-01-08T14:00,Kingston,612.6,28.53,33.5
2025-01-08T14:00,Bridgetown,690.4,29.0,23.2
2025-01-08T14:00,Castries,643.0,29.67,39.3
2025-01-08T15:00,Kingston,501.7,28.62,46.0
2025-01-08T15:00,Bridgetown,597.9,29.12,23.9
2025-01-08T15:00,Castries,503.5,29.1,50.7
2025-01-08T16:00,Kingston,384.5,27.7,40.3
2025-01-08T16:00,Bridgetown,425.2,28.77,17.2
2025-01-08T16:00,Castries,385.1,28.29,25.8
2025-01-08T17:00,Kingston,169.9,27.23,22.1
2025-01-08T17:00,Bridgetown,157.4,27.76,32.3
2025-01-08T17:00,Castries,172.5,27.08,20.7
2025-01-08T18:00,Kingston,46.1,26.29,36.0
2025-01-08T18:00,Bridgetown,0,25.44,17.6
2025-01-08T18:00,Castries,0,26.45,40.9
2025-01-09T06:00,Kingston,0,24.36,28.9
2025-01-09T06:00,Bridgetown,0,25.72,18.3
2025-01-09T06:00,Castries,15.0,25.22,46.0
2025-01-09T07:00,Kingston,143.7,27.69,38.6
2025-01-09T07:00,Bridgetown,160.6,27.6,33.1
2025-01-09T07:00,Castries,210.3,26.82,37.5
2025-01-09T08:00,Kingston,391.4,27.34,37.4
2025-01-09T08:00,Bridgetown,331.2,30.23,40.9
2025-01-09T08:00,Castries,381.1,29.12,34.4
2025-01-09T09:00,Kingston,534.9,28.96,35.1
2025-01-09T09:00,Bridgetown,486.4,29.12,49.1
2025-01-09T09:00,Castries,499.8,29.35,38.5
2025-01-09T10:00,Kingston,664.4,29.76,17.6
2025-01-09T10:00,Bridgetown,585.9,29.69,58.2
2025-01-09T10:00,Castries,697.6,29.69,20.8
2025-01-09T11:00,Kingston,632.3,30.92,55.9
2025-01-09T11:00,Bridgetown,696.7,29.75,42.5
2025-01-09T11:00,Castries,702.5,29.88,34.6
2025-01-09T12:00,Kingston,782.9,29.18,33.3
2025-01-09T12:00,Bridgetown,735.6,29.29,36.2
2025-01-09T12:00,Castries,670.3,30.3,56.3
2025-01-09T13:00,Kingston,742.8,29.29,25.5
2025-01-09T13:00,Bridgetown,900.8,30.44,5.0
2025-01-09T13:00,Castries,641.4,29.3,48.3
2025-01-09T14:00,Kingston,586.9,30.07,45.2
2025-01-09T14:00,Bridgetown,692.0,29.23,19.7
2025-01-09T14:00,Castries,623.6,29.79,31.6
2025-01-09T15:00,Kingston,452.0,27.43,34.6
2025-01-09T15:00,Bridgetown,499.4,28.3,36.0
2025-01-09T15:00,Castries,629.9,29.08,5.0
2025-01-09T16:00,Kingston,362.8,27.74,32.8
2025-01-09T16:00,Bridgetown,352.1,28.41,49.3
2025-01-09T16:00,Castries,376.0,27.81,33.1
2025-01-09T17:00,Kingston,197.8,25.66,45.9
2025-01-09T17:00,Bridgetown,228.5,27.38,45.2
2025-01-09T17:00,Castries,197.5,26.95,35.4
2025-01-09T18:00,Kingston,23.6,25.62,48.8
2025-01-09T18:00,Bridgetown,35.0,25.08,27.5
2025-01-09T18:00,Castries,20.5,25.75,33.0
2025-01-10T06:00,Kingston,39.8,26.27,37.6
2025-01-10T06:00,Bridgetown,0,26.14,52.6
2025-01-10T06:00,Castries,15.7,25.61,5.0
2025-01-10T07:00,Kingston,220.7,25.56,32.1
2025-01-10T07:00,Bridgetown,211.7,27.7,37.8
2025-01-10T07:00,Castries,240.7,27.96,5.0
2025-01-10T08:00,Kingston,416.7,28.34,20.2
2025-01-10T08:00,Bridgetown,374.1,28.89,31.5
2025-01-10T08:00,Castries,353.1,27.31,41.0
2025-01-10T09:00,Kingston,525.4,29.86,52.6
2025-01-10T09:00,Bridgetown,589.3,29.05,5.0
2025-01-10T09:00,Castries,514.2,27.26,37.1
2025-01-10T10:00,Kingston,708.6,28.83,21.3
2025-01-10T10:00,Bridgetown,720.1,29.65,13.3
2025-01-10T10:00,Castries,590.3,28.67,42.3
2025-01-10T11:00,Kingston,735.3,30.58,32.6
2025-01-10T11:00,Bridgetown,768.3,28.6,20.2
2025-01-10T11:00,Castries,865.5,29.97,10.0
2025-01-10T12:00,Kingston,692.2,29.46,47.1
2025-01-10T12:00,Bridgetown,698.2,30.29,51.3
2025-01-10T12:00,Castries,653.6,29.96,56.1
2025-01-10T13:00,Kingston,760.5,29.51,34.5
2025-01-10T13:00,Bridgetown,656.8,29.64,55.9
2025-01-10T13:00,Castries,540.6,29.3,75.0
2025-01-10T14:00,Kingston,573.5,29.99,51.2
2025-01-10T14:00,Bridgetown,612.3,30.0,32.9
2025-01-10T14:00,Castries,690.9,29.32,26.9
2025-01-10T15:00,Kingston,556.7,29.5,25.4
2025-01-10T15:00,Bridgetown,492.5,27.06,43.3
2025-01-10T15:00,Castries,489.3,29.43,46.9
2025-01-10T16:00,Kingston,380.7,27.78,30.0
2025-01-10T16:00,Bridgetown,360.2,27.71,38.9
2025-01-10T16:00,Castries,289.1,28.56,63.1
2025-01-10T17:00,Kingston,151.7,28.38,42.2
2025-01-10T17:00,Bridgetown,182.3,27.46,31.8
2025-01-10T17:00,Castries,183.3,26.85,36.4
2025-01-10T18:00,Kingston,0,27.07,29.9
2025-01-10T18:00,Bridgetown,0,25.36,51.4
2025-01-10T18:00,Castries,27.1,26.66,40.2
2025-01-11T06:00,Kingston,0,26.14,42.3
2025-01-11T06:00,Bridgetown,1.4,26.39,38.8
2025-01-11T06:00,Castries,30.3,26.73,45.6
2025-01-11T07:00,Kingston,197.4,26.69,32.6
2025-01-11T07:00,Bridgetown,164.0,28.21,41.8
2025-01-11T07:00,Castries,222.4,27.35,17.5
2025-01-11T08:00,Kingston,426.2,27.76,43.8
2025-01-11T08:00,Bridgetown,397.3,27.4,29.1
2025-01-11T08:00,Castries,427.8,28.06,40.8
2025-01-11T09:00,Kingston,523.7,28.79,38.9
2025-01-11T09:00,Bridgetown,529.3,30.09,23.4
2025-01-11T09:00,Castries,543.9,28.18,31.7
2025-01-11T10:00,Kingston,693.9,29.18,25.6
2025-01-11T10:00,Bridgetown,609.8,28.85,48.7
2025-01-11T10:00,Castries,552.4,30.14,57.5
2025-01-11T11:00,Kingston,807.5,30.53,13.5
2025-01-11T11:00,Bridgetown,717.8,29.82,34.6
2025-01-11T11:00,Castries,569.0,30.31,67.2
2025-01-11T12:00,Kingston,769.2,30.4,26.9
2025-01-11T12:00,Bridgetown,616.4,30.36,54.3
2025-01-11T12:00,Castries,729.9,29.99,38.0
2025-01-11T13:00,Kingston,803.3,29.42,20.6
2025-01-11T13:00,Bridgetown,728.2,29.02,29.7
2025-01-11T13:00,Castries,707.9,29.21,29.2
2025-01-11T14:00,Kingston,611.4,29.32,41.0
2025-01-11T14:00,Bridgetown,684.8,30.01,27.6
2025-01-11T14:00,Castries,658.7,28.18,35.4
2025-01-11T15:00,Kingston,504.8,28.48,42.7
2025-01-11T15:00,Bridgetown,495.5,28.57,50.6
2025-01-11T15:00,Castries,546.6,28.57,31.1
2025-01-11T16:00,Kingston,348.6,28.61,26.5
2025-01-11T16:00,Bridgetown,384.0,28.27,23.7
2025-01-11T16:00,Castries,403.7,27.93,31.3
2025-01-11T17:00,Kingston,248.8,27.21,7.0
2025-01-11T17:00,Bridgetown,199.5,26.88,34.8
2025-01-11T17:00,Castries,193.7,27.32,47.9
2025-01-11T18:00,Kingston,0,26.3,42.4
2025-01-11T18:00,Bridgetown,9.6,26.97,5.0
2025-01-11T18:00,Castries,0,25.86,65.7
2025-01-12T06:00,Kingston,40.6,24.81,14.9
2025-01-12T06:00,Bridgetown,0,25.46,26.1
2025-01-12T06:00,Castries,8.6,26.09,40.5
2025-01-12T07:00,Kingston,185.3,26.69,55.3
2025-01-12T07:00,Bridgetown,259.0,26.1,24.2
2025-01-12T07:00,Castries,200.9,26.0,29.3
2025-01-12T08:00,Kingston,332.5,29.38,42.6
2025-01-12T08:00,Bridgetown,403.0,28.23,29.4
2025-01-12T08:00,Castries,363.3,27.67,33.7
2025-01-12T09:00,Kingston,492.7,28.65,51.3
2025-01-12T09:00,Bridgetown,494.9,28.71,38.5
2025-01-12T09:00,Castries,542.1,30.48,25.9
2025-01-12T10:00,Kingston,589.4,30.94,38.6
2025-01-12T10:00,Bridgetown,693.3,29.0,28.3
2025-01-12T10:00,Castries,625.6,29.51,35.6
2025-01-12T11:00,Kingston,665.9,31.3,56.4
2025-01-12T11:00,Bridgetown,749.1,29.64,30.4
2025-01-12T11:00,Castries,773.2,30.24,32.7
2025-01-12T12:00,Kingston,874.3,30.36,5.0
2025-01-12T12:00,Bridgetown,678.8,29.35,46.5
2025-01-12T12:00,Castries,882.1,30.11,8.6
2025-01-12T13:00,Kingston,817.1,30.92,16.6
2025-01-12T13:00,Bridgetown,789.4,29.06,25.8
2025-01-12T13:00,Castries,682.9,30.58,41.8
2025-01-12T14:00,Kingston,673.6,29.49,37.1
2025-01-12T14:00,Bridgetown,725.5,29.53,16.1
2025-01-12T14:00,Castries,559.2,30.13,50.3
2025-01-12T15:00,Kingston,523.8,28.51,19.6
2025-01-12T15:00,Bridgetown,569.7,28.91,35.8
2025-01-12T15:00,Castries,598.3,29.89,23.0
2025-01-12T16:00,Kingston,293.6,27.67,53.7
2025-01-12T16:00,Bridgetown,297.4,28.04,49.3
2025-01-12T16:00,Castries,370.2,28.04,35.6
2025-01-12T17:00,Kingston,175.1,28.0,40.6
2025-01-12T17:00,Bridgetown,209.1,27.95,37.1
2025-01-12T17:00,Castries,187.2,28.26,55.9
2025-01-12T18:00,Kingston,5.9,25.94,32.4
2025-01-12T18:00,Bridgetown,11.0,25.87,29.5
2025-01-12T18:00,Castries,0,25.17,37.3
2025-01-13T06:00,Kingston,25.9,26.26,47.5
2025-01-13T06:00,Bridgetown,10.0,26.1,37.8
2025-01-13T06:00,Castries,0,25.92,50.9
2025-01-13T07:00,Kingston,173.6,26.56,24.0
2025-01-13T07:00,Bridgetown,174.9,26.02,40.1
2025-01-13T07:00,Castries,213.9,28.17,33.4
2025-01-13T08:00,Kingston,317.8,28.72,49.8
2025-01-13T08:00,Bridgetown,444.9,28.5,5.0
2025-01-13T08:00,Castries,338.0,27.44,52.3
2025-01-13T09:00,Kingston,501.6,29.02,52.2
2025-01-13T09:00,Bridgetown,583.8,28.47,11.2
2025-01-13T09:00,Castries,557.9,28.1,15.4
2025-01-13T10:00,Kingston,655.2,30.1,33.3
2025-01-13T10:00,Bridgetown,665.7,30.47,39.1
2025-01-13T10:00,Castries,671.6,29.79,30.8
2025-01-13T11:00,Kingston,726.1,30.26,34.5
2025-01-13T11:00,Bridgetown,737.5,30.17,30.6
2025-01-13T11:00,Castries,785.5,28.92,27.6
2025-01-13T12:00,Kingston,662.6,28.65,51.3
2025-01-13T12:00,Bridgetown,764.3,29.08,30.3
2025-01-13T12:00,Castries,762.3,29.4,31.4
2025-01-13T13:00,Kingston,692.2,29.42,44.2
2025-01-13T13:00,Bridgetown,767.3,29.92,27.9
2025-01-13T13:00,Castries,663.3,29.4,44.0
2025-01-13T14:00,Kingston,607.0,29.82,45.5
2025-01-13T14:00,Bridgetown,554.6,29.37,60.3
